sid,date,type,ticker,headline,summary,feed_type,publisher,tag,version,link,imageUrl,risk,3mAvgVol,4wpct,52wHigh,52wLow,52wpct,beta,bps,divYield,eps,inddy,indpb,indpe,marketCap,mrktCapRank,pb,pe,roe,nShareholders,lastPrice,ttmPe,marketCapLabel,12mVol,mrktCapf,apef,pbr,etfLiq,etfLiqLabel,security_type,sector,name,exchange,description,isin,tradable,gic_sector,gic_industrygroup,gic_industry,gic_subindustry,gic_short,financial_year_1_year,financial_year_1_revenue,financial_year_1_profit,financial_statement_1_displayPeriod,financial_statement_1_endDate,financial_statement_1_reporting,financial_statement_1_incTrev,financial_statement_1_incCrev,financial_statement_1_incGpro,financial_statement_1_incOpc,financial_statement_1_incRaw,financial_statement_1_incPfc,financial_statement_1_incEpc,financial_statement_1_incSga,financial_statement_1_incOpe,financial_statement_1_incEbi,financial_statement_1_incDep,financial_statement_1_incPbi,financial_statement_1_incIoi,financial_statement_1_incPbt,financial_statement_1_incToi,financial_statement_1_incNinc,financial_statement_1_incEps,financial_statement_1_incDps,financial_statement_1_incPyr,share_holding_1_title,share_holding_1_message,share_holding_1_description,share_holding_1_mood,key_ratio_ttmPe,key_ratio_pbr,key_ratio_divYield,key_ratio_indpe,key_ratio_indpb,key_ratio_inddy,holding_1_date,dividend_1_description,dividend_1_dividend,dividend_1_exDate,dividend_1_type,dividend_1_title,dividend_1_subType,peer_1_name,peer_1_ticker,peer_1_sector,peer_1_ttmPe,peer_1_marketCap,peer_1_pbr,peer_2_name,peer_2_ticker,peer_2_sector,peer_2_ttmPe,peer_2_marketCap,peer_2_pbr,peer_3_name,peer_3_ticker,peer_3_sector,peer_3_ttmPe,peer_3_marketCap,peer_3_pbr,peer_4_name,peer_4_ticker,peer_4_sector,peer_4_ttmPe,peer_4_marketCap,peer_4_pbr,peer_5_name,peer_5_ticker,peer_5_sector,peer_5_ttmPe,peer_5_marketCap,peer_5_pbr,commentary_1_title,commentary_1_message,commentary_1_description,commentary_1_mood,commentary_1_tag,recent_price_change_pct,recent_avg_volume,recent_avg_volatility,ma_15,ma_30,vwap,ma_200,annual_volatility,pct_above_52_week_low,pct_below_52_week_high,rsi,macd,macd_signal,bollinger_upper,bollinger_middle,bollinger_lower,atr,next_day_return,days_from_last,processing_date,predicted_next_day_return,valuation_score,growth_score,momentum_score,peer_analysis_score,sector_score,market_sentiment_score,headline_score,agreement_score
GNFC,2024-11-21 05:25:00,news,GNFC,"Gujarat Narmada Valley Fertilizers & Chemicals signs MoU with INEOS Acetyls International, UK","<p>Gujarat Narmada Valley Fertilizers & Chemicals (GNFC) has entered into a Memorandum of Understanding (MoU) with INEOS Acetyls International, United Kingdom (INEOS) on 20 November 2024. </p> <p>The MoU is signed to form a 50:50 joint venture company which will carry on the business in relation to construction and operation of world scale acetic acid (AA) plant in India, together with a joint marketing agreement for the sale and distribution of AA, manufactured by the joint venture company in India and such other matters as may be agreed from time to time. The joint venture company agreement will be executed later. </p><p><b>Powered by Capital Market - Live</b></p>",news-article,Capital Market - Live,corporate,2.0,,,2.421331505879821,940564.296875,-0.36959260814784467,814.9,524.0,-13.574759545322076,1.28391421502036,565.4499373737087,2.601938858819649,32.878745724468295,1.3621327453551986,3.402737445251306,29.99412336885015,9318.133134765,556.0,1.1214830052577038,18.746495664034487,5.7087827117119945,267079.0,599.55,20.7069625217,Smallcap,33.91158854534975,9318.133134765,18.746495664034487,1.1214830052577038,0.17037151378622112,High,stock,Fertilizers & Agro Chemicals,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,NSE,"Gujarat Narmada Valley Fertilizers & Chemicals Limited (GNFC) manufactures and sells various fertilizers, such as urea, ammonium nitro phosphate under the brand NARMADA.",INE113A01013,True,Materials,Materials,Chemicals,Fertilizers & Agricultural Chemicals,Materials,2023.0,10588.16,1471.54,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,20.7069625217,1.1214830052577038,2.601938858819649,29.99412336885015,3.402737445251306,1.3621327453551986,2023-06-30T00:00:00.000Z,Final|16.5,16.5,2024-09-06T00:00:00.000Z,cashDividend,Cash Dividend,Final,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,Fertilizers & Agro Chemicals,20.7069625217,93181.33134765,1.1214830052577038,Fertilisers And Chemicals Travancore Ltd,FACT,Fertilizers & Agro Chemicals,-821.3564613659523,561561.4126359001,40.81886204049458,Coromandel International Ltd,COROMANDEL,Fertilizers & Agro Chemicals,37.92088048636115,518116.78217320004,5.48455706489055,UPL Ltd,UPL,Fertilizers & Agro Chemicals,-23.09972541552895,462918.4973272,1.4153931918522598,Bayer Cropscience Ltd,BAYERCROP,Fertilizers & Agro Chemicals,44.9506213825397,260533.80153320002,9.143461835235486,,,,,,0.35214446952596756,0,0,596.8033333333334,598.4222222222222,0,664.3807500000001,0.33782428115249996,1.7858778276398937,30.632879790288353,38.709639445735064,-17.987112973618537,-13.347937098526314,662.3827290057918,601.7974999999999,541.2122709942081,29.392857142857135,1.6090380006846932,4,2024-11-25,-0.03514973074197769,0.0,6.0,0.0,0.0,6.0,0.0,0.0,2.0
GUJTL,2024-11-25 04:55:30.217000,event,GUJTLRM,Company Update,"GUJARAT TOOLROOM LTD. - 513337 - Intimation Of Successful Execution Of ?310 Million Order From
Reliance Industries Ltd.",announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Construction & Engineering,Gujarat Toolroom Ltd,BSE,"Gujarat Toolroom Limited is engaged in general construction (including alteration, addition, repair and maintenance) of residential buildings, carried out on own account basis or on a fee or contract basis. The Company has not generated any revenue.",INE145J01032,False,Industrials,Real Estate Management & Development,Construction & Engineering,Real Estate Development,Unknown,2023.0,2.4199999999999995,1.6899999999999995,,,,,,,,,,,,,,,,,,,,,,,Low Pledged Promoter Holding,Pledged promoter holdings is insignificant,Lower pledged promoter holdings is considered better,Positive,1.8023505304976608,11.168492612546123,,48.62175839305687,6.8833929984353865,0.5524464785565466,2023-12-31T00:00:00.000Z,Interim|1,0.7296978077377352,2024-04-19T00:00:00.000Z,cashDividend,Cash Dividend,Interim,Gujarat Toolroom Ltd,GUJTLRM,Construction & Engineering,1.8023505304976608,2118.6630486,11.168492612546123,Larsen and Toubro Ltd,LT,Construction & Engineering,37.60730112318104,5086195.6796745015,4.9597391933571515,GMR Airports Ltd,GMRINFRA,Construction & Engineering,-100.38929697763113,863829.82263312,-101.47661379991048,IRB Infrastructure Developers Ltd,IRB,Construction & Engineering,51.231624306164214,315658.52999999997,2.2966153758846257,KEC International Ltd,KEC,Construction & Engineering,64.59427195749646,272335.91000000003,6.649312937959325,,,,,,-1.9778481012658229,0,0,12.232,12.18529411764706,0,25.0633,0.6079027101064648,10.52631578947368,79.45954907161806,55.96195151887084,-0.03650899999661128,-0.06632728818086,12.810050669707445,12.222499999999995,11.634949330292544,0.4464285714285718,4.977375565610862,0,2024-11-25,-0.0351506732404232,0.0,3.0,6.0,-8.75,5.0,6.0,0.0,7.0
IGAS,2024-11-18 09:30:00,news,IGL,Indraprastha Gas Ltd leads losers in 'A' group,"<p>Mahanagar Gas Ltd, Newgen Software Technologies Ltd, Tega Industries Ltd and Sanghvi Movers Ltd are among the other losers in the BSE's 'A' group today, 18 November 2024.</p><p>Indraprastha Gas Ltd crashed 19.92% to Rs 325.1 at 14:46 IST.The stock was the biggest loser in the BSE's 'A' group.On the BSE, 26.69 lakh shares were traded on the counter so far as against the average daily volumes of 1.25 lakh shares in the past one month.</p><p>Mahanagar Gas Ltd lost 14.98% to Rs 1114.9. The stock was the  second biggest loser in 'A' group.On the BSE, 1.62 lakh shares were traded on the counter so far as against the average daily volumes of 20953 shares in the past one month.</p><p>Newgen Software Technologies Ltd tumbled 14.60% to Rs 1053.65. The stock was the  third biggest loser in 'A' group.On the BSE, 53815 shares were traded on the counter so far as against the average daily volumes of 19302 shares in the past one month.</p><p>Tega Industries Ltd plummeted 10.89% to Rs 1718.9. The stock was the  fourth biggest loser in 'A' group.On the BSE, 12673 shares were traded on the counter so far as against the average daily volumes of 4759 shares in the past one month.</p><p>Sanghvi Movers Ltd corrected 10.70% to Rs 320.5. The stock was the  fifth biggest loser in 'A' group.On the BSE, 70099 shares were traded on the counter so far as against the average daily volumes of 35516 shares in the past one month.</p><p><b>Powered by Capital Market - Live</b></p>",news-article,Capital Market - Live,spotlight,2.0,,,2.6776137522332,3932991.25,-22.94726703587769,570.35,306.1,-17.864476386036966,0.8452606633964971,137.85455673764946,2.8169014084507045,28.358110447873763,1.395357939638591,3.1940894938552264,21.028369779980302,22365.02556,324.0,2.3176600582600937,11.266618083997045,22.581902011652296,260867.0,319.5,12.112183418269256,Smallcap,37.08434574414912,22365.02556,11.266618083997045,2.3176600582600937,0.057550403872527085,High,stock,Gas Distribution,Indraprastha Gas Ltd,NSE,Indraprastha Gas Limited (IGL) is a city gas distribution company. The Company's business consists of sale of natural gas.,INE203G01027,True,Utilities,Utilities,Gas Utilities,Gas Utilities,Utilities,2023.0,14603.49,1639.6499999999994,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,12.112183418269256,2.3176600582600937,2.8169014084507045,21.028369779980302,3.1940894938552264,1.395357939638591,2023-06-30T00:00:00.000Z,Interim|5.5,5.5,2024-11-12T00:00:00.000Z,cashDividend,Cash Dividend,Interim,Indraprastha Gas Ltd,IGL,Gas Distribution,12.112183418269256,223650.25559999997,2.3176600582600937,Gail (India) Ltd,GAIL,Gas Distribution,11.103782630977811,1281355.41842784,1.6598775456739214,Adani Total Gas Ltd,ATGL,Gas Distribution,108.72930147942421,763323.18810615,21.31997106700378,Gujarat Gas Ltd,GUJGASLTD,Gas Distribution,25.57326389856011,325023.39751875,4.208795587929655,Gujarat State Petronet Ltd,GSPL,Gas Distribution,12.646161656222356,193044.92229839996,1.3422078443067476,,,,,,-23.41421357310014,0,0,403.81666666666666,405.14999999999986,0,477.0029999999999,0.3708303474132903,0.0,44.362920544022906,22.874766134316893,-29.022430125828862,-19.500260995646745,487.2119398566344,407.7025,328.19306014336564,26.932142857142853,-1.2808641975308572,7,2024-11-25,-0.0351526141166687,0.0,4.0,5.0,0.0,6.0,6.0,0.0,7.0
COL,2024-11-20 14:59:42.120000,event,COLORCHIPS,Company Update,Colorchips New Media Ltd - 540023 - Intimation In Relation To Change In Designation Of Mr. Saurabh Ramdorai (Holding DIN: 07684410) From Executive Director To Non-Executive & Non-Independent Director Of The Company.,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Movies & TV Serials,Colorchips New Media Ltd,BSE,"Colorchips New Media Limited is an integrated design solutions company. The Company is engaged in animation business. The Company is involved in film production, television commercials, animation and Web design.",INE621I01042,False,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,Unknown,2023.0,1.21,0.019999999999999882,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,-3.4808919072164946,1.14185497125465,,-140.55285898013713,14.696355052214804,0.3421755949769081,2023-06-30T00:00:00.000Z,Final|-,0.0,2016-09-20T00:00:00.000Z,cashDividend,Cash Dividend,Final,Colorchips New Media Ltd,COLORCHIPS,Movies & TV Serials,-3.4808919072164946,337.6465149999999,1.14185497125465,Network18 Media & Investments Ltd,NETWORK18,Movies & TV Serials,-32.75317010013581,122912.82143478,2.6748555301010652,Tips Music Ltd,TIPSMUSIC,Movies & TV Serials,74.39620434049688,113201.2645245,63.06477132284122,Saregama India Ltd,SAREGAMA,Movies & TV Serials,50.76976954961669,95365.935122,6.476156320039115,Panorama Studios International Ltd,PANORAMA,Movies & TV Serials,40.459325645756394,16446.715875,11.548038109113884,,,,,,13.282107574094413,0,0,19.473999999999997,19.20888888888889,0,10.782799999999998,3.828935891201397,474.93036211699166,3.6414565826330585,65.90863072496151,0.3656990033655987,0.3336230421597184,21.735511143494726,18.979000000000006,16.22248885650528,1.5385714285714287,-0.2491280518186383,5,2024-11-25,-0.035153113305568695,0.0,0.0,0.0,0.0,6.0,7.0,0.0,2.0
GMDC,2024-10-23 09:00:00,news,GMDCLTD,Volumes jump at Gujarat Mineral Development Corporation Ltd counter,"<p>Deepak Fertilizers & Petrochemicals Corp Ltd, Coforge Ltd, Persistent Systems Ltd, Max Financial Services Ltd are among the other stocks to see a surge in volumes on NSE today, 23 October 2024.</p><p>Gujarat Mineral Development Corporation Ltd witnessed volume of 152.93 lakh shares by 14:14 IST on NSE, a 13.28 times surge over two-week average daily volume of 11.52 lakh shares. The stock increased 10.72%  to Rs.363.60. Volumes stood at 12.21 lakh shares in the last session.</p><p>Deepak Fertilizers & Petrochemicals Corp Ltd notched up volume of 38.95 lakh shares by 14:14 IST on NSE, a 7.67 fold spurt over two-week average daily volume of 5.08 lakh shares. The stock rose 13.97%  to Rs.1,094.15. Volumes stood at 4.49 lakh shares in the last session.</p><p>Coforge Ltd registered volume of 32.42 lakh shares by 14:14 IST on NSE, a 6.96 fold spurt over two-week average daily volume of 4.66 lakh shares. The stock rose 11.17%  to Rs.7,559.55. Volumes stood at 5.64 lakh shares in the last session.</p><p>Persistent Systems Ltd clocked volume of 24.07 lakh shares by 14:14 IST on NSE, a 6.5 times surge over two-week average daily volume of 3.70 lakh shares. The stock gained 10.97%  to Rs.5,723.95. Volumes stood at 3.29 lakh shares in the last session.</p><p>Max Financial Services Ltd clocked volume of 49.45 lakh shares by 14:14 IST on NSE, a 6.13 times surge over two-week average daily volume of 8.07 lakh shares. The stock gained 9.68%  to Rs.1,283.70. Volumes stood at 12.48 lakh shares in the last session.</p><p><b>Powered by Capital Market - Live</b></p>",news-article,Capital Market - Live,spotlight,2.0,,,3.3771944066738695,1385339.4375,-1.7528735632183974,506.0,308.8,-16.20098039215687,1.33061493892058,192.3270440251572,2.7430705155823647,19.410377358490567,1.3621327453551986,3.402737445251306,29.99412336885015,11071.17,495.0,1.810197841726619,17.936281895504244,10.372929720355227,252024.0,348.15,17.41105886423325,Smallcap,47.194479700607594,11071.17,17.936281895504244,1.810197841726619,0.1986414252202219,High,stock,Mining - Diversified,Gujarat Mineral Development Corporation Ltd,NSE,Gujarat Mineral Development Corporation Limited is a holding company. The Company operates through two segments: Mining and Power.,INE131A01031,True,Materials,Energy,Metals & Mining,Coal & Consumable Fuels,Materials,2023.0,3899.77,1204.4600000000005,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,17.41105886423325,1.810197841726619,2.7430705155823647,29.99412336885015,3.402737445251306,1.3621327453551986,2023-06-30T00:00:00.000Z,Final|9.55,9.55,2024-09-20T00:00:00.000Z,cashDividend,Cash Dividend,Final,Gujarat Mineral Development Corporation Ltd,GMDCLTD,Mining - Diversified,17.41105886423325,110711.7,1.810197841726619,Hindustan Zinc Ltd,HINDZINC,Mining - Diversified,24.175420394254974,2112448.23405,13.902258861796644,Orissa Minerals Development Company Ltd,ORISSAMINE,Mining - Diversified,318.0764462809913,46184.7,-360.8179687499997,Deccan Gold Mines Ltd,DECNGOLD,Mining - Diversified,-21.884008948320705,19352.029113,9.153357824709113,South West Pinnacle Exploration Ltd,SOUTHWEST,Mining - Diversified,38.955234445640414,3618.94128,2.9785524938271606,,,,,,-2.6932970192162133,0,0,351.3233333333334,352.05555555555566,0,385.45724999999993,0.4808433575952691,3.4421746823226593,35.1125012612249,40.53173352381514,-5.289986162310242,-1.5807701146034414,385.5737507728665,352.53500000000014,319.49624922713366,16.375000000000007,-0.5816489748436818,33,2024-11-25,-0.03515847027301788,0.0,6.0,0.0,0.0,6.0,6.0,0.0,2.0
FLTX,2024-11-22 13:56:52,event,FILATEX,Delay/default in the payment of fines/penalties/dues etc. to authority,Filatex India Limited has informed the Exchange about Delay/default in the payment of fines/penalties/dues etc. to authority,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Textiles,Filatex India Ltd,NSE,"Filatex India Limited is a manufacturer of synthetic yarn and textiles. The company's offerings are used in making  zippers, tooth brush bristles, velcro, sarees, dress materials, shirting, socks, hosiery, panty hoses and seamless garments.",INE816B01035,True,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",Textiles,Discretionary,2023.0,4320.0999999999985,89.90999999999961,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,,1.405450523212358,0.5245579622053197,38.492444685201775,6.701577455511337,0.7324601165392537,2023-06-30T00:00:00.000Z,Final|0.2,0.2,2024-09-20T00:00:00.000Z,cashDividend,Cash Dividend,Final,Filatex India Ltd,FILATEX,Textiles,,16923.02975,1.405450523212358,Vedant Fashions Ltd,MANYAVAR,Textiles,85.19246509739872,343223.4033844,21.426286824506207,KPR Mill Ltd,KPRMILL,Textiles,39.9940717570274,323544.0417,7.423748670905392,Aditya Birla Real Estate Ltd,ABREL,Textiles,317.0125566478585,309055.54147600004,7.547696814809386,Swan Energy Ltd,SWANENERGY,Textiles,57.83177085120351,191960.9969864,2.3923473819211463,,,,,,-2.5824092359106836,0,0,61.958,60.285,0,60.2462,0.4835799677369509,36.01272534464475,12.378740265063536,71.90419014134854,1.9317314977854565,1.7060655100843307,69.51268609188637,59.56599999999998,49.619313908113575,3.6457142857142872,2.8644175684277484,3,2024-11-25,-0.03515920415520668,0.0,0.0,0.0,0.0,6.0,7.0,0.0,-7.5
HBLS,2024-11-14 07:19:02,event,HBLPOWER,Copy of Newspaper Publication,HBL Power Systems Limited has informed the Exchange about Copy of Newspaper Publication to intimate the stakeholders about the change of name of the Company.,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Batteries,HBL Engineering Ltd,NSE,"HBL Power Systems Limited is focused on engineered products and services. The Company is engaged in the design, development and manufacturing of specialized batteries and direct current systems in India and other engineering products.",INE292B01021,True,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment,Industrials,2023.0,1392.29,98.64999999999979,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,52.11779060346508,14.006768376239894,0.08111615833874107,48.62175839305687,6.8833929984353865,0.5524464785565466,2023-06-30T00:00:00.000Z,Final|0.5,0.5,2024-09-13T00:00:00.000Z,cashDividend,Cash Dividend,Final,HBL Engineering Ltd,HBLPOWER,Batteries,52.11779060346508,170862.9647144,14.006768376239894,Exide Industries Ltd,EXIDEIND,Batteries,45.23352584567911,378292.5,2.932159051273108,Amara Raja Energy & Mobility Ltd,ARE&M,Batteries,23.65971712253668,232433.0610118,3.4187717560750306,Eveready Industries India Ltd,EVEREADY,Batteries,37.799689466702105,28493.405919999994,7.368158547748957,Indo National Ltd,NIPPOBATRY,Batteries,2.7262375538450643,3860.625,1.4117179215270412,,,,,,-0.7193581112238269,0,0,552.7466666666667,549.5194444444445,0,547.828,0.5148554593487912,58.471956425732394,20.488957825541036,52.64520933375838,-8.860875024826212,-8.273867418800425,581.7204559360936,549.5925000000002,517.4645440639066,30.84999999999999,2.8883753999289015,11,2024-11-25,-0.035159867256879807,0.0,6.0,5.0,0.0,6.0,6.0,0.0,3.0
FINE,2024-11-22 06:47:03,event,FCL,Investor Presentation,Fineotex Chemical Limited has informed the Exchange about Investor Presentation,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Specialty Chemicals,Fineotex Chemical Ltd,NSE,"Fineotex Chemical Limited is a manufacturer of chemicals for textiles, construction, water-treatment, fertilizer, leather and paint industry. ",INE045J01026,True,Materials,Materials,Chemicals,Specialty Chemicals,Materials,2023.0,524.3,88.31999999999991,,,,,,,,,,,,,,,,,,,,,,,Decreased Total Promoter Holding,"In last 6 months, promoter holding in the company has decreased by 2.15%",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Negative,32.50426311248889,8.84271325833407,0.4418778195517965,29.99412336885015,3.402737445251306,1.3621327453551986,2023-12-31T00:00:00.000Z,Final|0.4,0.4,2024-09-03T00:00:00.000Z,cashDividend,Cash Dividend,Final,Fineotex Chemical Ltd,FCL,Specialty Chemicals,32.50426311248889,40107.01025450001,8.84271325833407,Gujarat Fluorochemicals Ltd,FLUOROCHEM,Specialty Chemicals,104.1591437245482,427146.2325,7.195447573757567,Vinati Organics Ltd,VINATIORGA,Specialty Chemicals,52.22829365454544,193035.7733472,7.842009674645348,Navin Fluorine International Ltd,NAVINFLUOR,Specialty Chemicals,67.13708282187216,173488.93572,7.281282582984635,Akzo Nobel India Ltd,AKZOINDIA,Specialty Chemicals,39.074636315770114,169974.6679736,12.781011201864805,,,,,,-6.7327016939419995,0,0,361.9966666666667,362.6222222222222,0,376.24050000000017,0.4150950512807569,0.9948702005285391,27.77901289461982,31.40789011804483,-11.847810383662932,-8.14549429606925,397.62910101648384,364.32000000000005,331.0108989835163,15.717857142857135,0.17761989342805384,3,2024-11-25,-0.03516358882188797,0.0,0.0,0.0,0.0,6.0,6.0,0.0,-7.5
DWAR,2024-11-07 11:03:00,news,DWARKESH,Dwarikesh Sugar Industries receives affirmation in credit rating,Dwarikesh Sugar Industries has received reaffirmation in credit ratings for bank facilities (Rs 800 crore) and commercial paper (Rs 300 crore) at ICRA AA-; Negative / ICRA A1+. <p><b>Powered by Capital Market - Live</b></p>,news-article,Capital Market - Live,corporate,2.0,,,2.2209604130972265,1452771.6190476192,-0.9956640436807525,93.8,58.5,-31.689750692520775,1.32124871997267,43.657651743239185,,4.435440679246959,1.4490763820511403,10.327331006026508,51.9971706768611,1158.31948897,1395.0,1.4090106668085831,13.868767827705927,10.695556964213694,195455.0,62.51,-1124.5820281260806,Smallcap,31.1568194548671,1158.31948897,13.868767827705927,1.4090106668085831,0.9490696386318296,High,stock,Sugar,Dwarikesh Sugar Industries Ltd,NSE,"Dwarikesh Sugar Industries Limited is a company, which is primarily engaged in manufacture of sugar and allied products. The Company is also involved in the production of power and ethanol/industrial alcohol.",INE366A01041,True,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,Staples,2023.0,2117.0,104.74000000000014,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,-1124.5820281260806,1.4090106668085831,,51.9971706768611,10.327331006026508,1.4490763820511403,2023-06-30T00:00:00.000Z,Interim|2,2.0,2023-03-31T00:00:00.000Z,cashDividend,Cash Dividend,Interim,Dwarikesh Sugar Industries Ltd,DWARKESH,Sugar,-1124.5820281260806,11583.194889700002,1.4090106668085831,E I D-Parry (India) Ltd,EIDPARRY,Sugar,20.578793697471106,151357.0276449,1.3499556514885838,Balrampur Chini Mills Ltd,BALRAMCHIN,Sugar,26.499569362917804,114488.73947555,3.3663653637664077,Shree Renuka Sugars Ltd,RENUKA,Sugar,-19.399122560194908,91525.060239,-6.367713763645092,Triveni Engineering and Industries Ltd,TRIVENI,Sugar,28.001118446942,86946.2728896,2.997217170174773,,,,,,-4.550607287449396,0,0,62.94600000000001,62.49555555555556,0,73.70305000000003,0.31028147503503684,0.0,35.5635727560949,41.45717995358632,-1.5995460678532396,-1.3460006982668018,67.20651805416288,62.75899999999999,58.311481945837116,2.5957142857142843,1.6982687551525162,18,2024-11-25,-0.03516538813710213,0.0,6.0,0.0,-6.5,6.0,0.0,0.0,5.0
TIIN,2024-11-19 12:08:17,event,3IINFOLTD,Updates,"3i Infotech Limited has informed the Exchange regarding 'Submission of machine readable copy of Financial Results for the quarter and half year ended September 30, 2024, in compliance with NSE circular no. :NSE/CML/2018/02 dated January 16, 2018'.",announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,IT Services & Consulting,3i Infotech Ltd,NSE,3i Infotech Limited is a information technology company which provides a set of IP based software solutions with a range of IT services to a variety of industry verticals.,INE748C01038,True,Information Technology,Software & Services,Software,Systems Software,IT,2023.0,823.53,1.3700000000000276,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,-3.2561257933998307,1.5685862259916854,,36.44294443486807,9.61436129854863,1.6083992828046891,2023-06-30T00:00:00.000Z,Final|1.5,1.5,2011-07-07T00:00:00.000Z,cashDividend,Cash Dividend,Final,3i Infotech Ltd,3IINFOLTD,IT Services & Consulting,-3.2561257933998307,4602.859421550002,1.5685862259916854,Tata Consultancy Services Ltd,TCS,IT Services & Consulting,33.04218940602201,15675545.076110901,17.165699444924826,Infosys Ltd,INFY,IT Services & Consulting,29.57919621783925,7971297.5887455,9.011086906936956,HCL Technologies Ltd,HCLTECH,IT Services & Consulting,30.410228669606905,5117433.2805214515,7.495764351659488,Wipro Ltd,WIPRO,IT Services & Consulting,25.946425923104034,3046317.9747797996,4.079871931080397,,,,,,-1.8930957683741705,0,0,27.715333333333334,27.542777777777783,0,38.0048,0.5357575127268829,1.3420245398773063,57.045343734763534,51.88884570540226,-0.4658091858867728,-0.3319225619144336,29.28968052395768,27.513,25.73631947604232,1.0771428571428572,-0.37593984962406546,6,2024-11-25,-0.035166312009096146,0.0,6.0,0.0,0.0,6.0,6.0,0.0,3.0
DAR,2024-11-14 12:10:02.363000,event,DARSHANORNA,Company Update,Darshan Orna Ltd - 539884 - Announcement under Regulation 30 (LODR)-Resignation of Statutory Auditors,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,"Precious Metals, Jewellery & Watches",Darshan Orna Ltd,BSE,Darshan Orna Limited is an integrated manufacturer and wholesaler of jewelry and ornaments. The Company is also into trading business of silver and distribution of readymade gold and silver jewelry and ornaments.,INE671T01028,False,Consumer Discretionary,Consumer Discretionary Distribution & Retail,"Textiles, Apparel & Luxury Goods",Distributors,Unknown,2023.0,14.0,0.060000000000000775,,,,,,,,,,,,,,,,,,,,,,,Decreased Total Promoter Holding,"In last 6 months, promoter holding in the company has decreased by 2.68%",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Negative,7.8328756818181775,1.7812894927258804,,38.492444685201775,6.701577455511337,0.7324601165392537,2023-06-30T00:00:00.000Z,Final|0.25,0.023809523809523808,2018-08-20T00:00:00.000Z,cashDividend,Cash Dividend,Final,Darshan Orna Ltd,DARSHANORNA,"Precious Metals, Jewellery & Watches",7.8328756818181775,232.63640775,1.7812894927258804,Titan Company Ltd,TITAN,"Precious Metals, Jewellery & Watches",90.03523065306815,2919842.530079,31.085303205355054,Kalyan Jewellers India Ltd,KALYANKJIL,"Precious Metals, Jewellery & Watches",114.83712187305534,719580.88936875,17.182954356714568,P N Gadgil Jewellers Ltd,PNGJL,"Precious Metals, Jewellery & Watches",50.46957723400467,91501.34352525,17.122898223221302,Senco Gold Ltd,SENCO,"Precious Metals, Jewellery & Watches",43.67335428543541,89477.96826000002,6.5525702842831395,,,,,,26.49999999999999,0,0,5.0473333333333334,4.985,0,4.44855,0.7465512519074994,90.94339622641508,20.689655172413797,59.571070501002076,-0.02145700717136556,0.03496988725023761,5.94021224848828,4.9140000000000015,3.887787751511724,0.86,-9.318996415770618,11,2024-11-25,-0.03516650199890137,0.0,5.0,6.0,-7.5,6.0,6.0,0.0,7.0
